Calculation1,Year of Fecha,Month of Fecha,Estacion,Lat,Long,PromedioPasajeros
774,2018,October,BOLIVAR,-34.60924243,-58.37368422,"5,783"
775,2018,October,BULNES,-34.58823711,-58.4112939,"10,584"
776,2018,October,CALLAO,-34.59963955,-58.39312518,"7,558"
777,2018,October,CALLAO.B,-34.60441954,-58.39231424,"9,944"
778,2018,October,CARABOBO,-34.62666659,-58.4567098,"6,925"
779,2018,October,CARLOS GARDEL,-34.60407952,-58.4117626,"13,003"
780,2018,October,CARLOS PELLEGRINI,-34.60363711,-58.38071485,"13,750"
781,2018,October,CASEROS,-34.63575018,-58.39892759,"3,811"
782,2018,October,CASTRO BARROS,-34.61177023,-58.42181567,"5,452"
783,2018,October,CATEDRAL,-34.60780234,-58.37395581,"13,854"
784,2018,October,CONGRESO,-34.60922568,-58.39266882,"7,433"
785,2018,October,CONGRESO DE TUCUMAN,-34.55564177,-58.46237841,"17,736"
786,2018,October,CONSTITUCION,-34.62761945,-58.38143443,"53,583"
787,2018,October,CORDOBA,-34.59845511,-58.4037215,"3,608"
788,2018,October,CORRIENTES,-34.6044902,-58.40545033,"4,464"
789,2018,October,DIAGONAL NORTE,-34.60484374,-58.37952998,"2,885"
790,2018,October,DORREGO,-34.59171815,-58.44757309,"7,469"
791,2018,October,ECHEVERRIA,-34.57779738,-58.4810135,"3,976"
792,2018,October,EMILIO MITRE,-34.63104184,-58.44217071,"3,511"
793,2018,October,ENTRE RIOS,-34.62271967,-58.3915117,"1,488"
794,2018,October,FACULTAD DE MEDICINA,-34.59975708,-58.39792376,"6,404"
795,2018,October,FEDERICO LACROZE,-34.58719785,-58.45502929,"17,887"
796,2018,October,FLORES,-34.62908723,-58.46354051,"7,280"
797,2018,October,FLORIDA,-34.60329729,-58.37507152,"10,725"
798,2018,October,GENERAL BELGRANO,-34.61284911,-58.37758089,"1,401"
799,2018,October,GENERAL SAN MARTIN,-34.5950574,-58.37781905,"5,115"
800,2018,October,HOSPITALES,-34.64126894,-58.41238515,"6,552"
801,2018,October,HUMBERTO I,-34.62309232,-58.40232273,"3,655"
802,2018,October,INCLAN,-34.62937566,-58.40096956,"3,148"
803,2018,October,INDEPENDENCIA,-34.6181256,-58.38017361,"7,512"
804,2018,October,INDEPENDENCIA,-34.61793739,-58.38153494,"7,512"
805,2018,October,JOSE HERNANDEZ,-34.56621524,-58.4521256,"6,509"
806,2018,October,JOSE MARIA MORENO,-34.62801755,-58.43381625,"2,332"
807,2018,October,JUJUY,-34.62386571,-58.40293658,"2,096"
808,2018,October,JURAMENTO,-34.56230909,-58.45648913,"11,937"
809,2018,October,LAS HERAS,-34.58746155,-58.39721558,"8,091"
810,2018,October,LAVALLE,-34.60176992,-58.37815578,"5,661"
811,2018,October,LEANDRO N. ALEM,-34.6029895,-58.36992985,"12,903"
812,2018,October,LIMA,-34.60909981,-58.3822324,"4,382"
813,2018,October,LORIA,-34.61078169,-58.41518571,"4,683"
814,2018,October,LOS INCAS,-34.58124885,-58.47424083,"6,164"
815,2018,October,MALABIA,-34.59896736,-58.4397715,"11,953"
816,2018,October,MARIANO MORENO,-34.61261728,-58.38044447,"3,806"
817,2018,October,MEDALLA MILAGROSA,-34.63638919,-58.45027826,"1,110"
818,2018,October,MEDRANO,-34.6031649,-58.42096247,"10,905"
819,2018,October,MINISTRO CARRANZA,-34.57517836,-58.43501353,"6,681"
820,2018,October,OLLEROS,-34.57001231,-58.44466815,"7,278"
821,2018,October,ONCE,-34.60893524,-58.40603638,"9,434"
822,2018,October,PALERMO,-34.57842202,-58.42571144,"11,654"
823,2018,October,PASCO,-34.60964596,-58.39842699,"2,360"
824,2018,October,PASTEUR,-34.60464297,-58.39947426,"8,266"
825,2018,October,PATRICIOS,-34.63840599,-58.40579483,"6,009"
826,2018,October,PERU,-34.60855907,-58.37426773,"6,819"
827,2018,October,PICHINCHA,-34.62310987,-58.39706807,"1,603"
828,2018,October,PIEDRAS,-34.60888172,-58.37908515,"3,688"
829,2018,October,PLAZA DE MAYO,-34.60881031,-58.3709685,"9,582"
830,2018,October,PLAZA ITALIA,-34.58141119,-58.42119601,"8,459"
831,2018,October,PLAZA MISERERE,-34.60981725,-58.40670712,"9,630"
832,2018,October,PRIMERA JUNTA,-34.62040521,-58.44117763,"7,895"
833,2018,October,PUAN,-34.62352895,-58.44864765,"3,565"
834,2018,October,PUEYRREDON,-34.60458106,-58.40539944,"9,079"
835,2018,October,PUEYRREDON.D,-34.59442572,-58.40239534,"5,706"
836,2018,October,PZA. DE LOS VIRREYES,-34.64331216,-58.46165176,"4,546"
837,2018,October,RETIRO,-34.59119381,-58.37401822,"26,146"
838,2018,October,RIO DE JANEIRO,-34.61520561,-58.42950032,"6,298"
839,2018,October,ROSAS,-34.57431891,-58.48638535,"15,435"
840,2018,October,SAN JOSE,-34.62233949,-58.38514855,"1,470"
841,2018,October,SAN JUAN,-34.62191673,-58.37992118,"3,155"
842,2018,October,SAN PEDRITO,-34.63070709,-58.46963963,"16,926"
843,2018,October,SANTA FE,-34.5945254,-58.40237618,"6,337"
844,2018,October,SCALABRINI ORTIZ,-34.58515594,-58.41595542,"7,664"
845,2018,October,TRIBUNALES,-34.60158717,-58.38514236,"5,642"
846,2018,October,TRONADOR,-34.58409462,-58.4662272,"3,256"
847,2018,October,URQUIZA,-34.62465379,-58.40939078,"1,874"
848,2018,October,URUGUAY,-34.60409355,-58.38729613,"7,986"
849,2018,October,VARELA,-34.64013735,-58.45789176,"1,342"
850,2018,October,VENEZUELA,-34.61524215,-58.40473172,"4,732"
